"TASM 8085 Assembler.    "
/****************************************************************************
/* $Id: tasm85.tab 1.1 1993/07/31 01:12:40 toma Exp $
/****************************************************************************
/* This is the instruction set definition table for the 8085 version of TASM.
/*      Thomas N. Anderson, Speech Technology Incorporated
/*      This table authored and submitted by Gary Kirk Bach.
/* 
/*INSTR ARGS OPCODE BYTES MOD CLASS */
/*-----------------*/
ACI  *    CE 2 NOP 1
ADC  B    88 1 NOP 1 
ADC  C    89 1 NOP 1
ADC  D    8A 1 NOP 1
ADC  E    8B 1 NOP 1
ADC  H    8C 1 NOP 1
ADC  L    8D 1 NOP 1
ADC  M    8E 1 NOP 1
ADC  A    8F 1 NOP 1
ADD  B    80 1 NOP 1
ADD  C    81 1 NOP 1
ADD  D    82 1 NOP 1
ADD  E    83 1 NOP 1
ADD  H    84 1 NOP 1
ADD  L    85 1 NOP 1
ADD  M    86 1 NOP 1
ADD  A    87 1 NOP 1
ADI  *    C6 2 NOP 1
ANA  B    A0 1 NOP 1
ANA  C    A1 1 NOP 1
ANA  D    A2 1 NOP 1 
ANA  E    A3 1 NOP 1
ANA  H    A4 1 NOP 1
ANA  L    A5 1 NOP 1
ANA  M    A6 1 NOP 1
ANA  A    A7 1 NOP 1
ANI  *    E6 2 NOP 1
CALL *    CD 3 NOP 1
CC   *    DC 3 NOP 1
CM   *    FC 3 NOP 1
CMA  ""   2F 1 NOP 1
CMC  ""   3F 1 NOP 1
CMP  B    B8 1 NOP 1
CMP  C    B9 1 NOP 1
CMP  D    BA 1 NOP 1
CMP  E    BB 1 NOP 1
CMP  H    BC 1 NOP 1
CMP  L    BD 1 NOP 1
CMP  M    BE 1 NOP 1
CMP  A    BF 1 NOP 1
CNC  *    D4 3 NOP 1
CNZ  *    C4 3 NOP 1
CP   *    F4 3 NOP 1
CPE  *    EC 3 NOP 1
CPI  *    FE 2 NOP 1
CPO  *    E4 3 NOP 1
CZ   *    CC 3 NOP 1
DAA  ""   27 1 NOP 1
DAD  B    09 1 NOP 1 
DAD  D    19 1 NOP 1
DAD  H    29 1 NOP 1
DAD  SP   39 1 NOP 1
DCR  B    05 1 NOP 1
DCR  C    0D 1 NOP 1
DCR  D    15 1 NOP 1
DCR  E    1D 1 NOP 1
DCR  H    25 1 NOP 1
DCR  L    2D 1 NOP 1
DCR  M    35 1 NOP 1
DCR  A    3D 1 NOP 1
DCX  B    0B 1 NOP 1
DCX  D    1B 1 NOP 1
DCX  H    2B 1 NOP 1
DCX  SP   3B 1 NOP 1
DI   ""   F3 1 NOP 1
EI   ""   FB 1 NOP 1
HLT  ""   76 1 NOP 1
IN   *    DB 2 NOP 1
