"TASM 6502 Assembler.    "
/****************************************************************************
/* $Id: tasm65.tab 1.1 1993/07/31 01:12:40 toma Exp $
/****************************************************************************
/* This is the instruction set definition table for the 6502 version of TASM.
/*      Thomas N. Anderson, Speech Technology Incorported, June 1987.
/*  Note that there are two classes of extended instructions beyond
/*    the standard set.  The classes are assigned bits as follows:
/*      bit 0 = standard set
/*      bit 1 = extended instructions for R65C02
/*      bit 2 = extended instructions for R65C00/21
/* 
/*INSTR ARGS OPCODE BYTES MOD CLASS SHIFT OR */
/*-------------------------------------------*/
ADC  #*     69 2 NOP 1
ADC  (*,X)  61 2 NOP 1
ADC  (*),Y  71 2 NOP 1
ADC  (*)    72 2 NOP 2
ADC  *,X    7D 3 ZP  1
ADC  *,Y    79 3 NOP 1
ADC  *      6D 3 ZP  1

AND  #*     29 2 NOP 1
AND  (*,X)  21 2 NOP 1
AND  (*),Y  31 2 NOP 1
AND  (*)    32 2 NOP 2
AND  *,X    3D 3 ZP  1
AND  *,Y    39 3 NOP 1
AND  *      2D 3 ZP  1

ASL  A      0A 1 NOP 1
ASL  *,X    1E 3 ZP  1
ASL  *      0E 3 ZP  1

BBR0 *,*    0f 3 CR  6
BBR1 *,*    1f 3 CR  6
BBR2 *,*    2f 3 CR  6
BBR3 *,*    3f 3 CR  6
BBR4 *,*    4f 3 CR  6
BBR5 *,*    5f 3 CR  6
BBR6 *,*    6f 3 CR  6
BBR7 *,*    7f 3 CR  6

BBS0 *,*    8f 3 CR  6
BBS1 *,*    9f 3 CR  6
BBS2 *,*    af 3 CR  6
BBS3 *,*    bf 3 CR  6
BBS4 *,*    cf 3 CR  6
BBS5 *,*    df 3 CR  6
BBS6 *,*    ef 3 CR  6
BBS7 *,*    ff 3 CR  6

BCC  *      90 2 R1  1
BCS  *      B0 2 R1  1
BEQ  *      F0 2 R1  1
BMI  *      30 2 R1  1
BNE  *      D0 2 R1  1
BPL  *      10 2 R1  1
BRA  *      80 2 R1  6
BVC  *      50 2 R1  1
BVS  *      70 2 R1  1

BIT  #*     89 2 NOP 2
BIT  *,X    3C 3 ZP  2
BIT  *      2C 3 ZP  1

BRK  ""     00 1 NOP 1

CLC  ""     18 1 NOP 1
CLD  ""     D8 1 NOP 1
CLI  ""     58 1 NOP 1
CLV  ""     B8 1 NOP 1

CMP  #*     C9 2 NOP 1
CMP  (*,X)  C1 2 NOP 1
CMP  (*),Y  D1 2 NOP 1
CMP  (*)    D2 2 NOP 2
CMP  *,X    DD 3 ZP  1
CMP  *,Y    D9 3 NOP 1
CMP  *      CD 3 ZP  1

CPX  #*     E0 2 NOP 1
CPX  *      EC 3 ZP  1

CPY  #*     C0 2 NOP 1
CPY  *      CC 3 ZP  1

DEC  A      3A 1 NOP 2
DEC  *,X    DE 3 ZP  1
DEC  *      CE 3 ZP  1

DEX  ""     CA 1 NOP 1
DEY  ""     88 1 NOP 1

EOR  #*     49 2 NOP 1
EOR  (*,X)  41 2 NOP 1
EOR  (*),Y  51 2 NOP 1
EOR  (*)    52 2 NOP 2
EOR  *,X    5D 3 ZP  1
EOR  *,Y    59 3 NOP 1
EOR  *      4D 3 ZP  1

INC  A      1A 1 NOP 2
INC  *,X    FE 3 ZP  1
INC  *      EE 3 ZP  1

INX  ""     E8 1 NOP 1
INY  ""     C8 1 NOP 1

JMP  (*,X)  7C 3 NOP 2
JMP  (*)    6C 3 NOP 1
JMP  *      4C 3 NOP 1

JSR  *      20 3 NOP 1

LDA  #*     A9 2 NOP 1
LDA  (*,X)  A1 2 NOP 1
LDA  (*),Y  B1 2 NOP 1
LDA  (*)    B2 2 NOP 2
LDA  *,X    BD 3 ZP  1
LDA  *,Y    B9 3 NOP 1
LDA  *      AD 3 ZP  1

LDX  #*     A2 2 NOP 1
LDX  *,Y    BE 3 ZP  1
LDX  *      AE 3 ZP  1

LDY  #*     A0 2 NOP 1
LDY  *,X    BC 3 ZP  1
LDY  *      AC 3 ZP  1

LSR  A      4A 1 NOP 1
LSR  *,X    5E 3 ZP  1
LSR  *      4E 3 ZP  1

MUL  ""     02 1 NOP 4  /* R65C00/21 only*/

NOP  ""     EA 1 NOP 1

ORA  #*     09 2 NOP 1
ORA  (*,X)  01 2 NOP 1
ORA  (*),Y  11 2 NOP 1
ORA  (*)    12 2 NOP 2
ORA  *,X    1D 3 ZP  1
ORA  *,Y    19 3 NOP 1
ORA  *      0D 3 ZP  1

PHA  ""     48 1 NOP 1
PHP  ""     08 1 NOP 1
PHX  ""     DA 1 NOP 6
PHY  ""     5A 1 NOP 6
PLA  ""     68 1 NOP 1
PLP  ""     28 1 NOP 1
